node,ms-uri,node-structure,msItem-id,structure-id,xpath
"<bibl >Add. 14,516, fol. 1 a</bibl>",http://syriaca.org/manuscript/209,<bibl >CDATA</bibl>,c2,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/msItem[2]/note/bibl
"<bibl >Add. 17,190</bibl>",http://syriaca.org/manuscript/209,<bibl >CDATA</bibl>,,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/physDesc/additions/list/item[3]/p[1]/bibl
"<bibl >Add. 17,170, no. 4</bibl>",http://syriaca.org/manuscript/839,<bibl >CDATA</bibl>,b5,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[3]/msItem[1]/note/bibl
"<bibl >Add. 17,170, no. 9</bibl>",http://syriaca.org/manuscript/839,<bibl >CDATA</bibl>,b6,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[3]/msItem[2]/note/bibl
"<bibl >Add. 14,575, nos. 7—11</bibl>",http://syriaca.org/manuscript/839,<bibl >CDATA</bibl>,a11,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[11]/note/bibl
"<bibl >Add. 12,174<ptr target='http://syriaca.org/manuscript/70'></ptr>, no. 49</bibl>",http://syriaca.org/manuscript/867,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA</bibl>,a1,structure-13,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/note/bibl
"<bibl >Add. 14,734<ptr target='http://syriaca.org/manuscript/646'></ptr>,<citedRange unit='locus'>177 a</citedRange></bibl>",http://syriaca.org/manuscript/867,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,a2,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/note/bibl
"<bibl ><msIdentifier ><idno ref='http://syriaca.org/manuscript/74'>Compare Add. 12,175, fol. 199 a</idno></msIdentifier></bibl>",http://syriaca.org/manuscript/342,<bibl ><msIdentifier ><idno ref='VALUE'>CDATA</idno></msIdentifier></bibl>,p2b5,structure-6,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[4]/msItem[1]/listBibl/bibl
"<bibl ><msIdentifier ><idno ref='http://syriaca.org/manuscript/74'>Compare Add. 12,175, fol. 194 b</idno></msIdentifier></bibl>",http://syriaca.org/manuscript/342,<bibl ><msIdentifier ><idno ref='VALUE'>CDATA</idno></msIdentifier></bibl>,p2b6,structure-6,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[4]/msItem[2]/listBibl/bibl
"<bibl >Add. 17,174</bibl>",http://syriaca.org/manuscript/319,<bibl >CDATA</bibl>,a1,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/note/bibl
"<bibl >Add. 17,174</bibl>",http://syriaca.org/manuscript/319,<bibl >CDATA</bibl>,b2,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[2]/note/bibl
"<bibl >Add. 12,155, no. xlix.</bibl>",http://syriaca.org/manuscript/371,<bibl >CDATA</bibl>,p1a5,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[5]/note[2]/bibl
"<bibl >Add. 12,174, no. 19</bibl>",http://syriaca.org/manuscript/371,<bibl >CDATA</bibl>,p2a2,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[2]/note/bibl
"<bibl >Add. MS 14,480 foll. 62, 121, upper text<ptr target='http://syriaca.org/manuscript/1180'></ptr></bibl>",http://syriaca.org/manuscript/165,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[1]
"<bibl >Add. MS 14,480 foll. 62, 121, lower text<ptr target='http://syriaca.org/manuscript/1579'></ptr></bibl>",http://syriaca.org/manuscript/165,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[2]
"<bibl >Add. 14,480, foll. 62, 121, lower text<ptr target='http://syriaca.org/manuscript/1579'></ptr></bibl>",http://syriaca.org/manuscript/165,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/p/bibl
"<bibl >Add. 14,480, foll. 62, 121, upper text<ptr target='http://syriaca.org/manuscript/1180'></ptr></bibl>",http://syriaca.org/manuscript/165,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/physDesc/p/bibl
"<bibl >Add. 17,127, lower text<ptr target='http://syriaca.org/manuscript/1531'></ptr></bibl>",http://syriaca.org/manuscript/756,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl
"<bibl >Add. 17,127, lower text<ptr target='http://syriaca.org/manuscript/1531'></ptr></bibl>",http://syriaca.org/manuscript/756,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl
"<bibl >Add. 14,490<ptr target='http://syriaca.org/manuscript/1411'></ptr></bibl>",http://syriaca.org/manuscript/756,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/additions/list/item[1]/p[1]/bibl
"<bibl >Add. 14,490<ptr target='http://syriaca.org/manuscript/1412'></ptr></bibl>",http://syriaca.org/manuscript/756,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,p2a1,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem/note[1]/bibl
"<bibl >Add. 17,127, upper text<ptr target='http://syriaca.org/manuscript/1530'></ptr></bibl>",http://syriaca.org/manuscript/756,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/p/bibl
"<bibl >Add. 17,127, upper text<ptr target='http://syriaca.org/manuscript/1530'></ptr></bibl>",http://syriaca.org/manuscript/756,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl
"<bibl >Add. 25,876<ptr target='http://syriaca.org/manuscript/1145'></ptr>,nos. 9 and 10</bibl>",http://syriaca.org/manuscript/1146,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA</bibl>,a2,structure-13,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/note/bibl
"<bibl >See Add. 17,170, no. 4, a.</bibl>",http://syriaca.org/manuscript/54,<bibl >CDATA</bibl>,p2a3,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[3]/listBibl/bibl
"<bibl >See Add. 17,170, no. 12.</bibl>",http://syriaca.org/manuscript/54,<bibl >CDATA</bibl>,p2b2,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[5]/msItem[2]/listBibl/bibl
"<bibl >See Add. 17,170, no. 10.</bibl>",http://syriaca.org/manuscript/54,<bibl >CDATA</bibl>,p2b3,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[5]/msItem[3]/listBibl/bibl
"<bibl >Add. 17,170 no. 13.</bibl>",http://syriaca.org/manuscript/54,<bibl >CDATA</bibl>,p2c7,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[5]/msItem[15]/msItem[7]/listBibl/bibl
"<bibl >See Add. 17,170, no. 11, a.</bibl>",http://syriaca.org/manuscript/54,<bibl >CDATA</bibl>,p2c8,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[5]/msItem[15]/msItem[8]/listBibl/bibl
"<bibl >Add. 17,170, no. 14, c</bibl>",http://syriaca.org/manuscript/54,<bibl >CDATA</bibl>,p2b17,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[5]/msItem[17]/listBibl/bibl[1]
"<bibl >Add. 17,170, no. 15</bibl>",http://syriaca.org/manuscript/54,<bibl >CDATA</bibl>,p2b18,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[5]/msItem[18]/listBibl/bibl
"<bibl >See Add. 17,169, no. 1.</bibl>",http://syriaca.org/manuscript/54,<bibl >CDATA</bibl>,p2b24,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[5]/msItem[24]/listBibl/bibl
"<bibl >Add. 14,515<ptr target='http://syriaca.org/manuscript/209'></ptr></bibl>",http://syriaca.org/manuscript/985,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,p15a1,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[15]/msContents/msItem[1]/title/bibl
"<bibl >Add. 14,505, foll. 198 a (marg.), 215 b,
                and 219 a</bibl>",http://syriaca.org/manuscript/194,<bibl >CDATA</bibl>,a1,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/note/bibl
"<bibl >Add. 12,138<ptr target='http://syriaca.org/manuscript/10'></ptr></bibl>",http://syriaca.org/manuscript/77,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,a1,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/note[1]/bibl[1]
<bibl >Add. 7183</bibl>,http://syriaca.org/manuscript/77,<bibl >CDATA</bibl>,a1,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/note[1]/bibl[2]
"<bibl >Add. 7183, fol. 122b</bibl>",http://syriaca.org/manuscript/77,<bibl >CDATA</bibl>,b4,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[1]/note[1]/bibl[1]
"<bibl >Add. 7183, fol. 125a</bibl>",http://syriaca.org/manuscript/77,<bibl >CDATA</bibl>,b5,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[2]/note[1]/bibl[1]
"<bibl >Add. 7183, fol. 126b</bibl>",http://syriaca.org/manuscript/77,<bibl >CDATA</bibl>,b10,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/msItem[4]/note/bibl
"<bibl >Add. 7183, fol. 132a</bibl>",http://syriaca.org/manuscript/77,<bibl >CDATA</bibl>,b11,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/msItem[5]/note/bibl
"<bibl >Add. 7183, fol. 131b</bibl>",http://syriaca.org/manuscript/77,<bibl >CDATA</bibl>,b12,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/msItem[6]/note/bibl
"<bibl >Add. 17,192, no. 11</bibl>",http://syriaca.org/manuscript/425,<bibl >CDATA</bibl>,a1,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/note/bibl
"<bibl >Add.14,732</bibl>",http://syriaca.org/manuscript/70,<bibl >CDATA</bibl>,b1,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/note[1]/bibl[1]
"<bibl >Add. 14,484</bibl>",http://syriaca.org/manuscript/70,<bibl >CDATA</bibl>,b2,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/note[3]/bibl
"<bibl >See Add. 12,142, fol. 74.</bibl>",http://syriaca.org/manuscript/70,<bibl >CDATA</bibl>,b19,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[17]/msItem[2]/listBibl/bibl
"<bibl >See Add. 12,172, fol. 48 b.</bibl>",http://syriaca.org/manuscript/70,<bibl >CDATA</bibl>,b20,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[17]/msItem[3]/listBibl/bibl
"<bibl >Add. 17,202, Fol. 25b</bibl>",http://syriaca.org/manuscript/70,<bibl >CDATA</bibl>,b32,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[17]/msItem[15]/note/bibl
"<bibl >Add. 14,647, fol. 10 a</bibl>",http://syriaca.org/manuscript/70,<bibl >CDATA</bibl>,b42,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[17]/msItem[25]/listBibl/bibl[1]
"<bibl >Add. 14,654, fol. 32</bibl>",http://syriaca.org/manuscript/70,<bibl >CDATA</bibl>,c3,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[17]/msItem[31]/msItem[1]/note/bibl
"<bibl >Add. 14,582<ptr target='http://syriaca.org/manuscript/318'></ptr>,no.2</bibl>",http://syriaca.org/manuscript/824,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA</bibl>,a2,structure-13,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/note/bibl
"<bibl >Add. 12,174<ptr target='http://syriaca.org/manuscript/70'></ptr>, no. 10</bibl>",http://syriaca.org/manuscript/824,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA</bibl>,b5,structure-13,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/msItem[1]/note/bibl
"<bibl >Add. 14,582<ptr target='http://syriaca.org/manuscript/318'></ptr>, no. 14</bibl>",http://syriaca.org/manuscript/824,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA</bibl>,a5,structure-13,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[5]/note/bibl
"<bibl >Add. 17,169<ptr target='http://syriaca.org/manuscript/819'></ptr>, no. 2</bibl>",http://syriaca.org/manuscript/824,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA</bibl>,b10,structure-13,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[6]/msItem[2]/note/bibl
"<bibl >Add. 17,169<ptr target='http://syriaca.org/manuscript/819'></ptr>, no. 3</bibl>",http://syriaca.org/manuscript/824,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA</bibl>,b11,structure-13,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[6]/msItem[3]/note/bibl
"<bibl >Add. 12,167<ptr target='http://syriaca.org/manuscript/49'></ptr>,<citedRange unit='locus'>220a</citedRange></bibl>",http://syriaca.org/manuscript/824,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,b12,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[6]/msItem[4]/note/bibl
"<bibl >Add. 17,170<ptr target='http://syriaca.org/manuscript/820'></ptr>, no. 10</bibl>",http://syriaca.org/manuscript/824,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA</bibl>,b13,structure-13,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[6]/msItem[5]/note/bibl
"<bibl >Add. 12,167<ptr target='http://syriaca.org/manuscript/49'></ptr>,<citedRange unit='locus'>225b</citedRange></bibl>",http://syriaca.org/manuscript/824,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,b14,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[6]/msItem[6]/note/bibl
"<bibl >Add. 12,170<ptr target='http://syriaca.org/manuscript/56'></ptr>,<citedRange unit='locus'>165a</citedRange></bibl>",http://syriaca.org/manuscript/824,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,b15,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[6]/msItem[7]/note/bibl
"<bibl >Add. 12,167<ptr target='http://syriaca.org/manuscript/49'></ptr>,<citedRange unit='locus'>229b</citedRange></bibl>",http://syriaca.org/manuscript/824,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,b16,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[6]/msItem[8]/note/bibl
"<bibl >Add. 14,578<ptr target='http://syriaca.org/manuscript/314'></ptr>, no.<citedRange unit=''>13</citedRange></bibl>",http://syriaca.org/manuscript/349,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,c7,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[2]/msItem[1]/note/bibl
"<bibl >Add. 14,578<ptr target='http://syriaca.org/manuscript/314'></ptr>, no.<citedRange unit=''>41</citedRange></bibl>",http://syriaca.org/manuscript/349,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,c8,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[2]/msItem[2]/note/bibl
"<bibl >Add. 14,578<ptr target='http://syriaca.org/manuscript/314'></ptr>, no.<citedRange unit=''>3</citedRange></bibl>",http://syriaca.org/manuscript/349,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,c11,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[6]/msItem[1]/note/bibl
"<bibl >Add. 14,578<ptr target='http://syriaca.org/manuscript/314'></ptr>, no.<citedRange unit=''>42</citedRange></bibl>",http://syriaca.org/manuscript/349,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,c12,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[6]/msItem[2]/note/bibl
"<bibl >Add. 17,138, foll. 1-34 and 41-51, lower text<ptr target='http://syriaca.org/manuscript/1548'></ptr></bibl>",http://syriaca.org/manuscript/767,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[1]
"<bibl >Add. 17,138, foll. 35-40, lower text<ptr target='http://syriaca.org/manuscript/1549'></ptr></bibl>",http://syriaca.org/manuscript/767,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[2]
"<bibl >Add. 17,138, foll. 52-60, lower text<ptr target='http://syriaca.org/manuscript/1550'></ptr></bibl>",http://syriaca.org/manuscript/767,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[3]
"<bibl >Add. 17,138, foll. 1-34 and 41-51, lower text<ptr target='http://syriaca.org/manuscript/1548'></ptr></bibl>",http://syriaca.org/manuscript/767,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[1]
"<bibl >Add. 17,138, foll. 35-40, lower text<ptr target='http://syriaca.org/manuscript/1549'></ptr></bibl>",http://syriaca.org/manuscript/767,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[2]
"<bibl >Add. 17,138, foll. 52-60, lower text<ptr target='http://syriaca.org/manuscript/1550'></ptr></bibl>",http://syriaca.org/manuscript/767,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[3]
"<bibl >Add. 17,138, upper text<ptr target='http://syriaca.org/manuscript/1547'></ptr></bibl>",http://syriaca.org/manuscript/767,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/p/bibl
"<bibl >Add. 17,138, upper text<ptr target='http://syriaca.org/manuscript/1547'></ptr></bibl>",http://syriaca.org/manuscript/767,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl
"<bibl >Add. 17,138, upper text<ptr target='http://syriaca.org/manuscript/1547'></ptr></bibl>",http://syriaca.org/manuscript/767,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/physDesc/p/bibl
"<bibl >Add. 17,138, upper text<ptr target='http://syriaca.org/manuscript/1547'></ptr></bibl>",http://syriaca.org/manuscript/767,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl
"<bibl >Add. 17,138, upper text<ptr target='http://syriaca.org/manuscript/1547'></ptr></bibl>",http://syriaca.org/manuscript/767,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/physDesc/p/bibl
"<bibl >Add. 17,138, upper text<ptr target='http://syriaca.org/manuscript/1547'></ptr></bibl>",http://syriaca.org/manuscript/767,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl
"<bibl >Add. 12,173<ptr target='http://syriaca.org/manuscript/69'></ptr>,<citedRange unit=''>1, a</citedRange></bibl>",http://syriaca.org/manuscript/318,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,a2,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/note/bibl
"<bibl >Add 14,575<ptr target='http://syriaca.org/manuscript/311'></ptr>, no.<citedRange unit=''>4</citedRange></bibl>",http://syriaca.org/manuscript/318,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,b5,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/msItem[1]/note/bibl
"<bibl >Add 14,575<ptr target='http://syriaca.org/manuscript/311'></ptr>, no.<citedRange unit=''>5</citedRange></bibl>",http://syriaca.org/manuscript/318,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,b6,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/msItem[2]/note/bibl
"<bibl >Add 14,575<ptr target='http://syriaca.org/manuscript/311'></ptr>, no.<citedRange unit=''>21</citedRange></bibl>",http://syriaca.org/manuscript/318,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,b7,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/msItem[3]/note/bibl
"<bibl >Add 14,575<ptr target='http://syriaca.org/manuscript/311'></ptr>, no.<citedRange unit=''>24</citedRange></bibl>",http://syriaca.org/manuscript/318,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,b8,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/msItem[4]/note/bibl
"<bibl >Add 14,575<ptr target='http://syriaca.org/manuscript/311'></ptr>, nos.<citedRange unit=''>13</citedRange>and<citedRange unit=''>25</citedRange></bibl>",http://syriaca.org/manuscript/318,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,b9,structure-14,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/msItem[5]/note/bibl
